gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Total_Services,Customer_Segment,Dist_to_Cluster_0,Dist_to_Cluster_1,Dist_to_Cluster_2,Dist_to_Cluster_3
0,1,0,0,72,1,0,111.65,7943.45,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,0,1.4688890589309063,5.520084760633074,4.024006949650403,4.658795063589366
1,1,1,0,49,1,0,90.05,4547.25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1.2806074604081061,3.170467517640758,1.893507131317831,2.525078742746282
1,1,1,1,43,1,1,110.75,4687.9,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,5,0,1.1134886725225133,4.243222430135901,2.48751279336717,3.890748707733413
0,0,1,0,46,1,0,55.0,2473.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2.5094748392040507,1.9202275980795298,1.637266944438672,1.0025793755464745
1,0,1,1,72,1,0,89.85,6562.9,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,6,0,1.2461707096952233,5.170614315390852,3.7295880649534974,4.261162666215447
1,0,0,0,10,1,0,20.35,176.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,4.471059545286605,0.6093691724209178,2.436648583133056,1.9168318507676758
0,0,0,0,40,0,1,54.55,2236.2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,2,2.036930564239141,2.5758996776612775,1.552080855965385,2.1405975463406963
0,0,1,1,65,1,1,105.5,6985.65,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,4,0,0.8554425487657208,4.795640460775854,3.335717434180457,3.969973635660439
1,0,0,0,31,1,0,99.45,3109.9,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,4,2,1.5863584622879412,3.245794404839472,1.42813030683093,3.187024892416685
0,0,1,0,68,1,0,70.9,4911.35,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,4,0,0.7924058008033589,3.8926224907287503,2.706091132893922,2.8122289442711934
1,1,1,1,56,1,1,104.55,5794.65,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4,0,0.49525962029268455,4.2995062103366095,2.742535468996614,3.627433474617218
1,0,1,0,10,1,1,85.25,855.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3.326570535330013,1.6391516067810155,0.8619225587494662,2.5808628152599358
1,0,1,1,68,1,0,25.4,1620.2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.55935837482615,2.5216029394384765,2.9942934819052582,0.6800319972464113
0,0,1,1,43,1,0,56.15,2499.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,2.5159130114383763,1.843556026867236,1.5393073112039346,1.0802073904719696
1,0,0,0,1,1,1,89.55,89.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,3.5513955870831504,1.973523581159582,0.9972342080871535,3.087776784525685
0,1,0,0,49,1,1,89.85,4287.2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0.8999019950474337,3.30000875973796,1.836359822931901,2.6867331375855783
0,0,1,1,15,1,1,25.25,394.85,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,4.245678042683697,0.5196347131771145,2.2637780549192468,1.676529805806152
1,1,1,0,20,1,1,94.55,1899.65,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,2.5251874483115135,2.2578532759981527,0.565816922545775,2.6666822592604715
1,0,0,0,1,1,1,45.7,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.315240277059193,0.4586186265471958,1.9415058362496616,2.313157072985613
1,0,1,1,50,1,1,69.65,3442.15,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,3,0,1.3453589595397268,2.8245311771101473,1.6370481187624202,2.056674462499284
0,1,0,0,2,1,0,89.5,161.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,3.502881078139437,1.9647640081155036,0.9490211379846495,3.052088321802985
1,1,0,0,24,1,0,70.0,1732.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3.1978519971028976,1.400872937136892,1.334827467072742,1.812552566656328
0,0,0,0,3,1,1,69.55,222.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0125581040121885,1.0947753597262364,1.5500908136470173,2.5242817099286716
0,0,0,0,1,1,1,74.6,74.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3.8036587815415634,1.3194938619919032,1.19178482166997,2.6924873007439913
1,0,1,1,35,1,0,20.1,655.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,3,3.999836693859128,1.2416640946232098,2.474186615798209,0.9534829749858048
0,0,0,0,17,1,0,24.8,475.25,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.200500835533305,0.5788939328685796,2.265386163265358,1.59134001488902
0,1,0,0,8,1,0,19.65,164.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,4.523512499920514,0.6308599516417635,2.46937468809934,1.9974821574423007
1,0,0,0,10,1,1,95.1,865.1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,2,2.927286829218758,2.4084013119519945,0.7523795821543942,3.113878664393587
1,0,1,1,68,1,1,88.85,6132.7,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,6,0,1.1274738411000924,4.979458497417019,3.5187946604634126,4.123866401061777
1,0,1,0,45,1,0,78.8,3597.5,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,5,0,1.2002932678485325,3.547235209332355,2.0379579503248637,3.067479763105637
1,0,1,1,2,1,0,19.85,35.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,4.667794965490278,0.6890417770901648,2.530668411217282,2.2406356992922007
1,0,1,0,37,1,0,20.35,697.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3.9652153507866235,1.3110698710184185,2.488582439998093,0.8798640717978412
0,0,0,0,4,0,1,24.25,96.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.5401350093769235,0.5272106036155296,2.389312888349105,2.1389491351271706
0,0,0,0,10,1,0,45.25,428.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.033505850027983,0.31104251574266634,1.8000336809515458,1.9256985904061255
1,0,0,0,1,1,0,20.05,20.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.688666232527768,0.7018936142075495,2.538207377968728,2.2797818403543255
1,0,1,1,65,1,1,69.55,4459.15,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,1.05234803817154,3.4414030639880564,2.371221021504512,2.3169891517926122
0,0,1,1,57,1,0,19.5,1167.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.7658653506316084,2.098757527254553,2.848083426081055,0.5066639812493103
0,0,0,0,3,1,1,74.75,238.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3.7070393555850845,1.3037344041648495,1.1083239813008041,2.614082725655292
0,0,0,0,2,1,0,69.65,145.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.055117087798862,1.1088789313234118,1.57825391866076,2.5673307606885083
1,0,0,0,49,0,1,30.2,1453.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3.1977563315877306,1.77357472583993,2.19098650592477,0.3154317181117359
0,0,0,0,4,1,0,45.65,191.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.2136300259628445,0.3704034633738919,1.8816347974136434,2.1819336446180375
0,0,1,0,70,0,0,57.8,4039.3,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,5,0,1.4263910607668084,3.9767106611853045,2.8878958425135663,2.8915619546938935
0,0,1,1,53,1,1,19.85,1039.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,3,3.795631931603953,1.9331644741778768,2.756078313461741,0.5000146764184537
1,0,1,1,53,1,0,25.55,1336.1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,3,3.612690796783,1.91059196167073,2.616836182976202,0.33760186326406
0,0,0,0,1,1,1,75.05,75.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.069085486628242,1.2925718086925604,1.5793246002412396,2.7036193508144497
1,0,0,0,22,1,1,24.85,493.4,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,4.115038892731138,0.7160972174606512,2.2666905615127058,1.4013108972987405
1,1,0,0,52,0,1,49.15,2550.9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3,2.011193679295012,2.5182670700147005,1.8111028811769025,1.5451159946543562
1,1,0,0,65,1,1,110.35,7246.15,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,5,0,1.1472965097744272,5.185774896416184,3.642603659981143,4.414300209657204
0,0,0,0,48,1,0,24.55,1203.95,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,3,3.683335999777355,1.7136012764526003,2.538653407386708,0.43247728424589904
0,0,0,0,2,0,1,34.7,62.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4.186527125269176,0.483422818571523,1.894141937395926,2.214281266235173
1,0,0,0,3,1,0,107.95,313.6,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,4,2,3.285102197689447,3.0761867713441964,1.5230553243045972,3.8433031737223593
1,0,1,0,45,1,0,81.4,3775.85,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.9551961693731064,2.602693373242216,1.663792289784241,2.011835255663697
1,0,1,1,1,1,0,80.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3.780218487348262,1.4871819726186994,1.1780008629669385,2.794967306472624
0,0,1,1,61,1,1,73.8,4616.05,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,4,0,0.6902110840850978,3.6832291554553356,2.412935481170897,2.748572400970795
1,0,0,0,3,1,1,64.4,195.65,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2,3.445031587459025,1.7165594049138255,1.0401483162637541,2.7704015621491176
0,1,0,0,40,1,1,103.75,4188.4,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,4,0,1.0649880294830572,3.653552817719797,1.919761152810017,3.342971221139386
0,0,0,0,1,1,0,71.1,71.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.089543634122979,1.1676254247455045,1.5984480798594185,2.633454383010926
0,0,0,0,1,1,1,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4.012773085638684,0.6400749098164015,1.5463394167124678,2.34491781291607
1,0,0,0,51,1,1,24.6,1266.4,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,3,3.65440727516143,1.8338566253354738,2.596804219940232,0.37453871535735483
1,1,0,0,2,1,1,49.25,91.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.985298831399722,0.6042510047681294,1.5351406955434317,2.296603176559524
1,0,0,0,52,0,0,30.1,1623.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3.1444237477478474,1.9091869487653956,2.266620322268333,0.2622873909963299
1,0,0,0,51,1,0,83.4,4149.45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.82559668216377,2.878431686301171,1.932918130784033,2.126141082237787
1,0,0,0,1,1,1,20.45,20.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.681879849451242,0.6907193588562205,2.527776289508996,2.2778579910767176
1,0,1,1,31,1,1,75.25,2344.5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,4,2,1.8804317874997687,2.67597551077202,1.1190313883095149,2.596910217969103
1,0,0,1,47,1,0,20.55,1013.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,3,3.812794539944892,1.6976914244721613,2.622725062254254,0.5534398314056869
0,0,0,0,3,1,1,75.1,270.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.971210550633828,1.273134620136208,1.512834269762284,2.620511105281175
0,1,0,0,22,1,1,20.05,417.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,4.22038812376099,0.8190357840439686,2.4031884145168583,1.4408771565782237
0,0,1,0,1,1,1,20.65,20.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.678497135374281,0.6851606416728032,2.5225708486780687,2.2769245705875822
1,0,1,0,72,1,1,85.15,6316.2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,5,0,0.8209971852631708,4.753122647194852,3.391048262727901,3.765482974523827
1,0,1,1,3,1,1,50.15,168.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3.930703329604276,0.6025631242164449,1.4848843678572499,2.2587108696314617
1,1,1,1,47,1,1,84.95,4018.05,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1.4144393906953414,2.8999341843637962,1.6481600499285949,2.281568333914031
1,0,1,1,72,1,1,66.5,4811.6,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,0,1.1637789744255145,3.6908043067250174,2.7026224506103658,2.425603461384758
1,0,1,1,66,1,1,63.3,4189.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1.5881200961250506,3.151871390284913,2.359731416999008,1.8602697979589233
1,0,0,0,35,1,0,83.15,2848.45,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2.283832143908616,2.1954416111814856,1.1766662585606318,2.0164118580792354
1,0,0,0,29,1,1,84.9,2516.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2.469585417715423,2.0560525560704748,0.9843706007097855,2.1345900149901262
0,0,0,0,2,1,1,20.55,33.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.656530075859964,0.6691578775401695,2.5126427769618354,2.23759611331198
1,0,0,0,4,1,0,49.25,208.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.9068944237494403,0.5659664887185105,1.4818155775157809,2.208034047508933
0,0,0,0,25,1,1,79.85,2015.35,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.3942683064471844,1.9484612876515839,0.41418957668501244,2.180950200477437
0,0,0,0,65,1,1,59.6,3739.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,1.4393007362790307,3.191944715018011,2.2831019993522883,1.9750665435549042
1,1,0,0,27,1,1,104.65,2964.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,4,2,1.784960400482029,3.2937814184088565,1.4364801860153311,3.350465856831174
1,0,1,0,29,1,1,75.3,2263.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2.5761222395529844,1.7674675365371377,0.9322545443227505,1.847195822657262
1,0,1,1,29,1,0,80.1,2211.8,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,4,2,1.9369913526121394,2.710091452757094,1.0531119871943742,2.715579780673232
1,0,0,0,1,1,0,19.55,19.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.697188345626502,0.7159633942676074,2.5512837000902664,2.2822932928939257
0,0,1,0,20,1,1,81.0,1683.7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,2.605402374318465,1.864427635634173,0.2275529251959678,2.3153583152715664
0,0,0,0,58,1,1,24.7,1519.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,3,3.580241603393886,2.1283260169374856,2.750507241132956,0.38543906190124594
0,0,0,1,14,1,1,86.0,1164.05,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2.8927824728737925,1.894228492836059,0.35096535308407434,2.5897839088156793
1,0,1,0,72,1,0,25.4,1710.9,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,3,3.5596018124466586,2.6868374410933344,3.1078354558012955,0.8288640408165522
1,0,0,0,46,1,1,89.15,4245.55,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1.3744652925718128,3.0135584804193174,1.7113843010406937,2.446285147462317
0,0,1,0,71,0,0,58.25,4145.9,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,5,0,1.407403087941824,4.024518817254229,2.9327897893395476,2.9241025086588173
1,0,0,0,32,1,1,85.65,2664.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2.373323224218077,2.1574585733823346,1.079380009464394,2.11651325742254
0,0,0,0,26,0,1,50.35,1277.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,2,2.7350058110429103,1.72137843613593,1.089277803008506,1.8728211106143895
1,1,1,0,68,1,1,80.35,5589.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.7477441453598386,3.662510225263742,2.821918173673523,2.5225387909753034
1,0,1,1,2,1,0,20.2,34.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,4.662151383139938,0.6790727821935361,2.521644818717932,2.239086147810534
1,0,1,1,61,1,0,20.55,1305.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,3,3.7120165863239714,2.254023121776141,2.91563826271549,0.5393874516764977
0,0,1,1,4,1,1,85.95,381.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3.6054352390342372,1.6540245689551418,1.0628849310863964,2.8010376386314504
1,0,0,0,3,1,1,45.35,141.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.251305323083081,0.38990346234159007,1.9071344884679529,2.2232675778324027
1,1,1,0,33,1,1,94.5,3105.55,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,1.8862066166587381,2.625578279326565,1.0806903453893202,2.526160699893084
1,1,1,0,9,1,1,21.25,204.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.467580880306179,0.5779368196141882,2.415703606668995,1.9457911698429324
0,0,0,0,22,1,0,26.25,605.9,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,4.063963003532765,0.6972716124034027,2.2206106175078992,1.3802391346942628
0,0,1,1,5,1,1,80.85,356.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3.5991800670605305,1.4856609823074665,1.0264748530957055,2.663279126616828
0,1,0,0,30,1,0,91.7,2758.15,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,1.798096427433001,2.692104391394744,0.9197550736123308,2.679709745323634
1,0,0,0,65,1,1,74.2,4805.65,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,4,0,0.6701918242410108,3.8266949993750567,2.578872201067096,2.8201709911908495
0,0,0,0,45,1,1,87.25,3941.7,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1.45245460318026,2.8807099236596883,1.5778792966627406,2.3384239421010635
1,0,0,0,5,1,0,20.35,92.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.585894473017756,0.6306015148858509,2.4819257130058494,2.1167545485458215
1,0,1,1,25,1,1,75.5,1901.05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2.745779306625332,1.6267241082397983,0.813678511417984,1.926227051562051
0,0,1,1,72,1,0,79.05,5730.7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.7985397445450908,3.7949029950628486,2.9800467964059063,2.581914333678939
0,0,1,0,27,1,0,90.15,2423.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2.2029798870253128,2.3001695821153514,0.6814333999663201,2.435322200660007
1,0,1,1,32,0,0,50.6,1653.45,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,2,2.5023961874868426,1.882635145280805,1.177109091541986,1.7373802512892238
0,0,0,0,30,1,0,110.45,3327.05,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,5,0,1.7305512761390176,3.846159462945991,2.0063636844067125,3.8109152416443313
1,0,1,0,70,1,0,101.0,7085.5,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,5,0,1.019143116198568,5.102369010297503,3.6318847315895058,4.219833940613244
1,1,0,0,42,1,1,79.35,3344.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.0860486104031386,2.384624450178235,1.469437742507716,1.8930682433433301
0,1,1,0,72,1,1,89.85,6697.35,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,6,0,1.2707495103942692,5.202597961147908,3.765830615457877,4.2920596520729495
0,0,0,0,47,1,1,65.0,2879.9,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,2,1.633662410833264,2.5790486865055304,1.4599965858825108,1.8834252969092928
0,0,0,0,2,1,1,80.45,137.1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3.5278974032142,1.7084120888354901,0.8996618791985938,2.8683842326417386
1,0,0,0,10,1,0,98.55,1008.55,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,2.891286741612753,2.507238420770694,0.8171664177979243,3.1891046429582004
0,0,1,1,61,1,1,24.1,1551.6,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,3,3.5852610214658913,2.251208859199165,2.837098996991659,0.46582887836155945
0,0,0,0,5,1,1,44.05,202.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.2086366154879205,0.31259460303559755,1.9007141338949434,2.1307688799197657
0,1,1,0,72,1,1,110.8,7882.25,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,5,0,1.4357625638184317,5.491074222796929,3.9974245497951237,4.626099506335993
1,1,1,1,72,1,1,114.95,8196.4,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,6,0,1.8436928504776002,5.901213984263142,4.352037605240042,5.0857951991020345
0,1,0,0,3,1,0,75.05,202.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3.715230159587874,1.3134968705156858,1.1143809792267314,2.6233371477451106
1,0,1,0,48,1,0,19.25,855.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,3,3.870284371128909,1.7385275656202974,2.679257504268522,0.5962921043357081
0,0,0,0,63,1,1,90.05,5817.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,3,0,0.629999688606596,3.9925732237500617,2.697212976001712,3.072096060959333
0,0,0,0,27,1,1,56.7,1652.95,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.682062651573569,1.4611688596852266,0.8694093695395438,1.6052969986297174
1,0,1,1,70,1,1,80.15,5600.15,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,5,0,0.7434003860801286,4.483810460616096,3.1399320232932357,3.501225861394562
1,0,1,1,7,1,1,71.35,515.75,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4,2,3.13026993670315,2.287116677658,1.1247395017913993,3.034304609822063
1,0,0,1,0,1,0,20.25,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,4.710762040384096,0.7172906820531111,2.5468733840759583,2.3195788563371265
0,0,1,0,2,1,0,90.35,190.5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,3.357541660995359,2.2881822067642386,0.9990641039223741,3.2508884693990505
1,1,0,0,20,1,1,98.55,1842.8,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,2,2.3595452542214925,2.6193370628549792,0.7425499472403082,2.9748871233782506
1,0,0,0,66,1,0,19.7,1253.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.7494790909358326,2.449713292011945,3.0601591205444283,0.6961360838722129
0,0,0,0,3,1,0,19.85,57.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.642574011650882,0.6722515225120135,2.517955403448802,2.1998344802253107
0,0,0,1,15,1,1,85.9,1269.55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2.836432646413229,1.9064225635384444,0.3159441774122859,2.5594887202926198
0,0,1,1,72,1,1,90.35,6563.4,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0.9173840167577993,4.409304131670871,3.1825264304736485,3.352753785332411
